date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:42:56	15491/15491	---M--	200	added ('OK')	image/png	etag:%2263daf194-3c83%22	http://super-mario3d-world.net/assets/img/bowsers-fury/chars-outro/char-2.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/img/bowsers-fury/chars-outro/char-2.png	(from http://super-mario3d-world.net/bowsers-fury/)
02:42:59	62109/62109	---M--	200	added ('OK')	image/png	etag:%2263daf194-f29d%22	http://super-mario3d-world.net/assets/img/bowsers-fury/chars-outro/char-1.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/img/bowsers-fury/chars-outro/char-1.png	(from http://super-mario3d-world.net/bowsers-fury/)
02:42:59	14162/14162	---M--	200	added ('OK')	image/png	etag:%2263daf194-3752%22	http://super-mario3d-world.net/assets/img/bowsers-fury/chars-outro/char-3.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/img/bowsers-fury/chars-outro/char-3.png	(from http://super-mario3d-world.net/bowsers-fury/)
02:43:10	67480/67480	---M--	200	added ('OK')	image/png	etag:%2263daf194-10798%22	http://super-mario3d-world.net/assets/img/bowsers-fury/chars-outro/char-4.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/img/bowsers-fury/chars-outro/char-4.png	(from http://super-mario3d-world.net/bowsers-fury/)
02:43:10	1626/1626	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263daf190-65a%22	http://super-mario3d-world.net/assets/cat-transformation-center/run.js	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/cat-transformation-center/run.js	(from http://super-mario3d-world.net/cat-transformation-center/)
02:43:11	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Apr%202023%2019:43:14%20GMT	http://super-mario3d-world.net/GET	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/GET	(from https://assets.adobedtm.com/0216612597a6/b80235efd36c/launch-9d979f097026.min.js)
02:43:12	79320/79320	---M--	200	added ('OK')	image/png	etag:%2263daf194-135d8%22	http://super-mario3d-world.net/assets/img/bowsers-fury/chars-outro/char-5.png	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/img/bowsers-fury/chars-outro/char-5.png	(from http://super-mario3d-world.net/bowsers-fury/)
02:43:12	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Apr%202023%2019:43:14%20GMT	http://super-mario3d-world.net/Unable%20to%20load%20target-vec.js	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/Unable%20to%20load%20target-vec.js	(from https://assets.adobedtm.com/0216612597a6/b80235efd36c/launch-9d979f097026.min.js)
02:43:13	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Apr%202023%2019:43:15%20GMT	http://super-mario3d-world.net/Loading%20target-vec.js	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/Loading%20target-vec.js	(from https://assets.adobedtm.com/0216612597a6/b80235efd36c/launch-9d979f097026.min.js)
02:43:13	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Apr%202023%2019:43:15%20GMT	http://super-mario3d-world.net/get	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/get	(from https://assets.adobedtm.com/0216612597a6/b80235efd36c/launch-9d979f097026.min.js)
02:43:14	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Apr%202023%2019:43:16%20GMT	http://super-mario3d-world.net/config.js	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/config.js	(from https://cdn.pricespider.com/1/lib/ps-widget.js)
02:43:15	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Apr%202023%2019:43:17%20GMT	http://super-mario3d-world.net/{0}//{1}/	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/{0}/{1}/index.html	(from https://cdn.pricespider.com/1/lib/2.4.47/ps-widget.js)
02:43:15	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Apr%202023%2019:43:17%20GMT	http://super-mario3d-world.net/vendor/handlebars-3.0.3/custom/handlebars.min.js	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/vendor/handlebars-3.0.3/custom/handlebars.min.js	(from https://cdn.pricespider.com/1/lib/2.4.47/ps-widget.js)
02:43:15	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Apr%202023%2019:43:17%20GMT	http://super-mario3d-world.net/src/	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/src/index.html	(from https://cdn.pricespider.com/1/lib/2.4.47/ps-widget.js)
02:43:15	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Apr%202023%2019:43:18%20GMT	http://super-mario3d-world.net/S/	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/S/index.html	(from https://cdn.pricespider.com/1/lib/2.4.47/ps-widget.js)
02:43:16	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Apr%202023%2019:43:18%20GMT	http://super-mario3d-world.net/vendor/handlebars-3.0.3/custom/handlebars.runtime.min.js	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/vendor/handlebars-3.0.3/custom/handlebars.runtime.min.js	(from https://cdn.pricespider.com/1/lib/2.4.47/ps-widget.js)
02:43:16	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Apr%202023%2019:43:19%20GMT	http://super-mario3d-world.net/lib/ps-inspect.js	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/lib/ps-inspect.js	(from https://cdn.pricespider.com/1/lib/2.4.47/ps-widget.js)
02:43:17	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Apr%202023%2019:43:19%20GMT	http://super-mario3d-world.net/vendor/socketio/2.3.0/socket-io.js	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/vendor/socketio/2.3.0/socket-io.js	(from https://cdn.pricespider.com/1/lib/2.4.47/ps-widget.js)
02:43:18	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Apr%202023%2019:43:20%20GMT	http://super-mario3d-world.net/data/	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/data/index.html	(from https://cdn.pricespider.com/1/lib/2.4.47/ps-widget.js)
02:43:18	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2026%20Apr%202023%2019:43:20%20GMT	http://super-mario3d-world.net/wtbstream.pricespider.com/	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/wtbstream.pricespider.com/index.html	(from https://cdn.pricespider.com/1/lib/2.4.47/ps-widget.js)
02:43:24	5/5	---M--	200	added ('OK')	text/css	etag:%22616a689c-5%22	https://p.typekit.net/p.css?s=1&k=rqo7lqz&ht=tk&f=2005.2006.2007.2008.2009.2010&a=14514080&app=typekit&e=css	C:/My%20Web%20Sites/Mario/p.typekit.net/p20ca.css	(from https://use.typekit.net/rqo7lqz.css)
02:43:27	17052/17052	---M--	200	added ('OK')	application/font-woff2	etag:%22b5e7c2e377d10b344b022d96a04daef295e61ac1%22	https://use.typekit.net/af/620bf8/00000000000000000000e7fe/27/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n3&v=3	C:/My%20Web%20Sites/Mario/use.typekit.net/af/620bf8/00000000000000000000e7fe/27/l3eab	(from https://use.typekit.net/rqo7lqz.css)
02:43:28	21036/21036	---M--	200	added ('OK')	application/font-woff	etag:%22b5e7c2e377d10b344b022d96a04daef295e61ac1%22	https://use.typekit.net/af/620bf8/00000000000000000000e7fe/27/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n3&v=3	C:/My%20Web%20Sites/Mario/use.typekit.net/af/620bf8/00000000000000000000e7fe/27/d3eab	(from https://use.typekit.net/rqo7lqz.css)
02:43:31	17588/17588	---M--	200	added ('OK')	application/font-woff2	etag:%22e1f467b1f2cff0ccd8ad9b098801967df8dc108c%22	https://use.typekit.net/af/5cca6d/00000000000000000000e802/27/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i3&v=3	C:/My%20Web%20Sites/Mario/use.typekit.net/af/5cca6d/00000000000000000000e802/27/laaa3	(from https://use.typekit.net/rqo7lqz.css)
02:43:31	44068/44068	---M-Z	200	added ('OK')	font/opentype	etag:W/%22b5e7c2e377d10b344b022d96a04daef295e61ac1%22	https://use.typekit.net/af/620bf8/00000000000000000000e7fe/27/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n3&v=3	C:/My%20Web%20Sites/Mario/use.typekit.net/af/620bf8/00000000000000000000e7fe/27/a3eab	(from https://use.typekit.net/rqo7lqz.css)
02:43:34	21756/21756	---M--	200	added ('OK')	application/font-woff	etag:%22e1f467b1f2cff0ccd8ad9b098801967df8dc108c%22	https://use.typekit.net/af/5cca6d/00000000000000000000e802/27/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i3&v=3	C:/My%20Web%20Sites/Mario/use.typekit.net/af/5cca6d/00000000000000000000e802/27/daaa3	(from https://use.typekit.net/rqo7lqz.css)
02:43:35	45432/45432	---M-Z	200	added ('OK')	font/opentype	etag:W/%22e1f467b1f2cff0ccd8ad9b098801967df8dc108c%22	https://use.typekit.net/af/5cca6d/00000000000000000000e802/27/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i3&v=3	C:/My%20Web%20Sites/Mario/use.typekit.net/af/5cca6d/00000000000000000000e802/27/aaaa3	(from https://use.typekit.net/rqo7lqz.css)
02:43:37	16808/16808	---M--	200	added ('OK')	application/font-woff2	etag:%22a6c1fa20004e862da7c922781204c8a0ef8794a4%22	https://use.typekit.net/af/a28b50/00000000000000000000e803/27/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n5&v=3	C:/My%20Web%20Sites/Mario/use.typekit.net/af/a28b50/00000000000000000000e803/27/le003	(from https://use.typekit.net/rqo7lqz.css)
02:43:38	20856/20856	---M--	200	added ('OK')	application/font-woff	etag:%22a6c1fa20004e862da7c922781204c8a0ef8794a4%22	https://use.typekit.net/af/a28b50/00000000000000000000e803/27/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n5&v=3	C:/My%20Web%20Sites/Mario/use.typekit.net/af/a28b50/00000000000000000000e803/27/de003	(from https://use.typekit.net/rqo7lqz.css)
02:43:41	43748/43748	---M-Z	200	added ('OK')	font/opentype	etag:W/%22a6c1fa20004e862da7c922781204c8a0ef8794a4%22	https://use.typekit.net/af/a28b50/00000000000000000000e803/27/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n5&v=3	C:/My%20Web%20Sites/Mario/use.typekit.net/af/a28b50/00000000000000000000e803/27/ae003	(from https://use.typekit.net/rqo7lqz.css)
02:43:41	17556/17556	---M--	200	added ('OK')	application/font-woff2	etag:%22c98890a8d65c1a10faab504a4432088d518d0cb8%22	https://use.typekit.net/af/c2d3de/00000000000000000000e804/27/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i5&v=3	C:/My%20Web%20Sites/Mario/use.typekit.net/af/c2d3de/00000000000000000000e804/27/laf99	(from https://use.typekit.net/rqo7lqz.css)
02:43:44	21624/21624	---M--	200	added ('OK')	application/font-woff	etag:%22c98890a8d65c1a10faab504a4432088d518d0cb8%22	https://use.typekit.net/af/c2d3de/00000000000000000000e804/27/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i5&v=3	C:/My%20Web%20Sites/Mario/use.typekit.net/af/c2d3de/00000000000000000000e804/27/daf99	(from https://use.typekit.net/rqo7lqz.css)
02:43:45	44828/44828	---M-Z	200	added ('OK')	font/opentype	etag:W/%22c98890a8d65c1a10faab504a4432088d518d0cb8%22	https://use.typekit.net/af/c2d3de/00000000000000000000e804/27/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i5&v=3	C:/My%20Web%20Sites/Mario/use.typekit.net/af/c2d3de/00000000000000000000e804/27/aaf99	(from https://use.typekit.net/rqo7lqz.css)
02:43:47	17116/17116	---M--	200	added ('OK')	application/font-woff2	etag:%224577a8003f294766a3a783ec5fba19dc646ecf7c%22	https://use.typekit.net/af/e3ca36/00000000000000000000e805/27/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n7&v=3	C:/My%20Web%20Sites/Mario/use.typekit.net/af/e3ca36/00000000000000000000e805/27/l652f	(from https://use.typekit.net/rqo7lqz.css)
02:43:48	21052/21052	---M--	200	added ('OK')	application/font-woff	etag:%224577a8003f294766a3a783ec5fba19dc646ecf7c%22	https://use.typekit.net/af/e3ca36/00000000000000000000e805/27/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n7&v=3	C:/My%20Web%20Sites/Mario/use.typekit.net/af/e3ca36/00000000000000000000e805/27/d652f	(from https://use.typekit.net/rqo7lqz.css)
02:43:51	44204/44204	---M-Z	200	added ('OK')	font/opentype	etag:W/%224577a8003f294766a3a783ec5fba19dc646ecf7c%22	https://use.typekit.net/af/e3ca36/00000000000000000000e805/27/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=n7&v=3	C:/My%20Web%20Sites/Mario/use.typekit.net/af/e3ca36/00000000000000000000e805/27/a652f	(from https://use.typekit.net/rqo7lqz.css)
02:43:51	17732/17732	---M--	200	added ('OK')	application/font-woff2	etag:%22bbf40368cce0c8165ed85753369ea4b01ee20b5f%22	https://use.typekit.net/af/2841b6/00000000000000000000e806/27/l?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i7&v=3	C:/My%20Web%20Sites/Mario/use.typekit.net/af/2841b6/00000000000000000000e806/27/le265	(from https://use.typekit.net/rqo7lqz.css)
02:43:54	21896/21896	---M--	200	added ('OK')	application/font-woff	etag:%22bbf40368cce0c8165ed85753369ea4b01ee20b5f%22	https://use.typekit.net/af/2841b6/00000000000000000000e806/27/d?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i7&v=3	C:/My%20Web%20Sites/Mario/use.typekit.net/af/2841b6/00000000000000000000e806/27/de265	(from https://use.typekit.net/rqo7lqz.css)
02:43:55	45256/45256	---M-Z	200	added ('OK')	font/opentype	etag:W/%22bbf40368cce0c8165ed85753369ea4b01ee20b5f%22	https://use.typekit.net/af/2841b6/00000000000000000000e806/27/a?primer=7cdcb44be4a7db8877ffa5c0007b8dd865b3bbc383831fe2ea177f62257a9191&fvd=i7&v=3	C:/My%20Web%20Sites/Mario/use.typekit.net/af/2841b6/00000000000000000000e806/27/ae265	(from https://use.typekit.net/rqo7lqz.css)
02:45:00	9200514/9200514	---M--	200	added ('OK')	video/mp4	etag:%2263daf19e-8c6382%22	http://super-mario3d-world.net/assets/videos/play-together/PlayTogether_7sec.mp4	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/videos/play-together/PlayTogether_7sec.mp4	(from http://super-mario3d-world.net/play-together/)
02:45:05	1/1	---M--	200	added ('OK')	text/plain	etag:%226442e4db-1%22	https://use.typekit.net/robots.txt		(from https://use.typekit.net/rqo7lqz.css)
02:45:40	9475575/9475575	UR-M--	200	added ('Partial%20Content')	video/mp4	etag:%2263daf19e-9095f7%22	http://super-mario3d-world.net/assets/videos/play-together/PlayTogether_7sec-m.mp4	C:/My%20Web%20Sites/Mario/super-mario3d-world.net/assets/videos/play-together/PlayTogether_7sec-m.mp4	(from http://super-mario3d-world.net/play-together/)
